date,stop_loss_price,code,score
2025-06-11,20.22,603004,0.2720677977162036
2025-06-12,20.22,603004,0.24382262785442158
2025-06-13,20.22,603004,0.20760397870393668
2025-06-16,20.22,603004,0.1914087007425943
2025-06-17,20.22,603004,0.1651498696542887
2025-06-18,20.22,603004,0.18612268406308966
2025-06-19,20.22,603004,0.1563802744596346
2025-06-20,20.22,603004,0.13892920660256144
2025-06-23,20.22,603004,0.1551162930147614
2025-06-24,20.22,603004,0.1920724083019914
2025-06-25,20.22,603004,0.1923865315846557
2025-06-26,20.22,603004,0.16613825620644726
2025-06-27,20.22,603004,0.136948857876708
2025-06-30,20.22,603004,0.12782955216310396
2025-07-01,20.22,603004,0.11102360725643635
2025-07-02,20.22,603004,0.10278749830938548
2025-07-03,20.22,603004,0.08682118957255522
2025-07-04,20.22,603004,0.0698832419798046
2025-07-07,20.22,603004,0.026554961886213813
2025-09-04,23.6,603004,0.357806303080722
2025-09-10,23.76,603004,0.28983659372278087
2025-09-11,23.76,603004,0.21837816076490066
2025-09-12,23.76,603004,0.18084073460647082
2025-09-15,23.76,603004,0.1405518338866258
2025-09-16,23.76,603004,0.14611563068650585
2025-09-17,23.76,603004,0.12051183459851514
2025-09-18,23.76,603004,0.19155934521514212
2025-09-19,23.76,603004,0.12748711676399468
2025-09-22,23.76,603004,0.12736812471267017
2025-09-23,23.76,603004,0.04940532479538028
2025-09-24,23.76,603004,0.16301565260324974
2025-09-25,23.76,603004,0.1621837542522822
2025-09-26,23.76,603004,0.05935506735009437
